GENE_SYMBOL	EXPRESSION_VALUE
SNORD7	2
MBD5	1227
LOC441455	685
MALT1	17066
LOC100132356	371
CELF6	148
PSG9	1
CLIP2	8594
TAS2R10	2
FLT4	683
TEF	2251
PAFAH1B1	15420
ZNF660	48
FAM75C1	0
BAG1	12910
SYNGR1	1782
A2LD1	872
TROVE2	4453
SNORD42A	8
LOC494127	535
RAD21	27301
LOC100302640	0
ESRRB	8
LRRC4B	22
SNHG10	215
ELOVL3	174
SOX10	3
ALDH16A1	9402
MIR212	1
TREML2	2273
CCDC163P	648
ARFGAP3	10482
C11orf20	7
KIAA0232	12673
FXR1	13957
PRR5L	5637
ERP44	17060
PKD1P1	350
C5orf62	6077
MIR4508	0
ARAP2	17609
STK17A	12454
NDRG1	17461
P2RX7	4888
GOLGA6L1	0
SYF2	14253
SLC5A11	5
IFT46	875
TJP1	2
OR6K2	0
MIR518C	0
KITLG	50
MB21D2	1155
CCL25	7
VPS37B	10310
MED11	1415
PSAT1	181
CROCCP3	509
ICMT	8516
KIAA0664L3	429
IRX4	0
MAB21L1	2
H19	31
ZCCHC17	4421
PSMA7	21202
SPRR2D	0
PDAP1	6703
HSD17B10	7223
GUSBP11	1558
FOS	1220880
SLC28A2	3
MIR320E	6
LIPA	26205
XDH	2
CCND1	147
IPCEF1	12738
SNORD115-15	0
MZB1	1275
RAGE	168
MRPL53	3819
PIGF	614
EFR3B	21
FASTK	5743
TTI1	2579
LOC221442	78
PROX2	165
PGGT1B	4004
TOPORS	3883
OR10G8	0
HSD17B11	32042
CLRN1	0
TTC38	6950
MT1IP	0
C5orf53	415
PPTC7	14644
PLA2G7	5063
KLRAQ1	6225
CA5A	3
PYY	6
SFXN4	1577
UBE2S	1363
GPR89C	0
BET1L	9570
TERT	12
CLK2P	1185
LGI1	0
LOC100507410	0
SRSF9	9356
RPS21	34365
MEPE	0
RASSF4	21906
ANXA2P3	2860
NOTCH1	20838
SNORD114-7	0
TRRAP	15811
PRDX1	13629
TINAGL1	1
OLFM4	0
MIR92A1	0
GPR50	0
MIR4706	1
AGPAT5	3062
IL17REL	2
GRB10	587
ZSCAN12	1267
PNLIPRP3	0
PTPRR	22
LOC100498859	2
LSM14B	7966
BOK	1248
PHIP	14392
IL17A	1
PRR23C	0
TBC1D20	8185
CXorf36	5
OR52K2	14
MIR4257	18
CT47A11	0
TRIM63	11
PDE4B	14943
FHL2	248
UTS2	146
VNN2	22681
COPB2	13028
COX6A1	3061
GALT	3133
SLC41A2	276
MTIF3	4189
STAT4	3683
CDC42	39313
ATAT1	360
CXCL13	4
SNORD18A	3
LOC283688	0
CENPE	334
ODZ4	978
KIAA1279	657
SH3GL1P1	117
MAN1A1	13065
ENPP3	28
AMY1A	0
LYSMD1	219
CD24	872
MMP12	0
ZBED3	443
OGG1	3193
LOXL4	63
NKX2-4	0
ABHD16A	8364
ARID5B	10487
AKIRIN2	17558
H2AFY	54682
SULF2	58812
BANF1	4494
TRIM29	0
SUMO1	7299
GHRH	1
FAM96A	8250
GPR1	7
CTSW	21837
CTSL1P2	0
OR4F6	0
NXT1	2851
LOC285889	0
CCL18	9
CPNE4	17
RNF8	2038
MYLIP	11582
MIR140	0
GOLGA8A	339
DCTD	8698
BARHL1	1
FLJ43390	18
C17orf108	935
C11orf45	179
PLD4	7520
NRD1	26635
ZNF664	9211
SAMD4A	1239
RPL14	26651
KLK3	0
TMEM110-MUSTN1	116
B3GNT3	27
C6orf162	743
C6orf27	144
RNF111	8902
KIAA0317	9174
ZNF525	943
H2AFJ	3869
GRAMD2	6
CD81	16566
MIR3124	10
MOBKL2B	1165
ERCC3	5503
CD200	451
EXTL1	1
NCRNA00094	1906
SPRR2F	0
UBR1	4696
CDKN3	90
GPIHBP1	0
HAGHL	386
C2orf40	24
MOSC2	95
FLJ22184	34
MIR548T	0
RAB11B	10669
FMOD	25
PDZD7	38
IFRD1	5138
GNG7	2157
TPSG1	0
MMP2	10
OSTalpha	35
OR2T3	0
LMTK3	657
OR2A14	0
HENMT1	3229
LOC641515	0
GUSBP10	1
CAGE1	4
AVPR2	93
TEX11	4
TRMT12	1238
TAS2R20	49
FAM162B	0
LOC170425	1
MIR200C	0
CREB5	5954
SPTA1	24
PLEKHM1P	3001
PNMA6A	0
CLN6	7605
ITGA7	251
ATE1	3334
RSU1	14443
MORN4	63
ETV6	13444
ADNP	11474
SIX3	1
PTPRE	25261
MIR4436A	0
IRX6	3
POLR2F	2788
MFSD7	2058
LOC100272217	13
SLC2A5	251
AREG	17
ERAP1	23554
ROPN1	0
RAC2	83728
TUBAL3	0
SERPINB3	0
TMEM65	3736
C9orf16	6559
ANXA2P2	25173
FLJ42627	171
C10orf99	0
ARRDC4	6515
STXBP4	447
ZNF865	6552
LOC100507495	266
MIR515-2	0
CT47A5	0
PDS5A	29806
CPT1C	10
CHRNB1	1425
GJB4	7
CCDC75	1071
GPR12	5
CELF2	27191
LGALS8-AS1	15
C2orf84	49
C8orf48	0
C8orf22	0
PKHD1	0
IGSF9B	358
LOC100144597	0
LIMK2	7627
MIR3156-3	0
GPR125	412
MIR760	3
LOC100128239	23
EDEM1	22978
MBTPS2	1878
IL17B	6
IGFBP5	1
TEX2	4946
AATK	2800
ATP5F1	13968
LOC401242	7
C15orf39	35061
NKX2-3	2
LOC150935	0
MIR4724	0
HTR6	18
HIST1H1T	2
GPATCH8	17092
LOC284379	0
RAI1	6242
MFSD2B	259
SNORD115-19	0
SELO	4694
SAMM50	6414
CD27	3960
RGS7BP	6
THUMPD2	929
SNTB1	11354
MRPL38	4102
HPS4	2963
ATP11B	23617
MFSD2A	1711
SOCS5	3483
EHMT1	10461
VSIG4	684
NCRNA00318	0
PLEKHM3	5104
OR10J3	0
AK1	307
SKOR1	157
UFC1	11960
UNC119B	5584
MT3	11
MIR3179-2	0
CXCR2P1	5771
SNORA2A	8
C6orf168	0
DEFB1	7
MYOM3	0
SPEM1	0
MTRNR2L9	5
TRIM7	1189
LOC728723	40
ABO	47
OR2T2	0
VPS37A	3064
THY1	2
TNXB	279
ANKRD6	650
MIR618	1
LOC728875	36
MIR3187	0
KIAA1033	20411
JOSD2	3054
ARHGAP18	4659
KISS1R	60
FAM163A	0
PARD3	399
GNS	66138
SLC22A18AS	94
OR10G9	0
LNX2	1437
PPIC	1
SLC17A6	0
ZNF862	5126
RAPGEF3	143
DDX11	1009
KDM5B	4130
EIF3F	18465
BEAN1	27
PDRG1	1923
ENPEP	1
NAA11	56
ZNF497	387
IPW	328
SNX1	17288
NUDT17	258
ZNF22	4169
GALNT13	3
SPANXD	0
DPM2	3000
SFRP1	0
MYH11	560
NES	9
RASSF1	15561
MIR105-2	0
CHADL	77
BTBD1	14466
GBF1	9284
KLHL9	3981
LOC100499194	6
KLF10	30268
RSAD1	6863
SNORD32A	127
MIR557	0
ANKRD13B	136
F2R	6413
MYL12B	32761
NRG4	25
SLC35F3	314
CD79A	8666
FAM151A	6
MBNL3	14319
TMEM111	6643
IFITM2	35038
YSK4	4
POU6F1	1131
VMO1	418
PIGZ	372
CELA2A	1
MAPK13	2754
G6PD	18870
FAIM	401
USP20	8443
GDF10	36
MIR27A	102
SNORA76	1
TLX1	0
KLHDC4	3077
TSC22D1	10412
SLC25A19	985
NOC4L	2216
DCAF8L1	109
FUS	27751
MBD3	10749
PAM	2860
DPYSL3	35
SPTLC3	50
JMJD1C	19207
NCRNA00028	0
DIAPH3	49
